front ;back
Em 2004, a migração de brasileiros descendentes de japoneses (decasséguis) gerou um fluxo de recursos estimado em USD 2 bilhões para o Brasil.;Certo
"A fase de ""Aliança para o Século XXI"" foi lançada em 2000, com o objetivo de fortalecer os laços econômicos entre o Brasil e o Japão.";Errado – A fase foi lançada em 1999.
Em 2000, a Petrobras abriu um escritório em Tóquio para parcerias em etanol e adquiriu uma refinaria no Japão em 2010.;Errado – A Petrobras adquiriu a refinaria no Japão em 2008.
O Brasil adotou o modelo japonês de Televisão Digital (ISDB-TB) e o padrão foi implantado até 2018.;Certo
O padrão ISDB-TB foi exportado para países como Chile, Uruguai e Botswana.;Certo
O Japão consolidou-se como um parceiro comercial, especialmente em setores como automóveis e telecomunicações.;Certo
O Brasil e o Japão evoluíram de uma complementariedade de matérias-primas para uma complementariedade de bens manufaturados.;Errado – A evolução foi de uma complementariedade de matérias-primas para uma complementariedade produtiva e de investimentos.
O Brasil e o Japão não têm convergências nas questões sobre a reforma do Conselho de Segurança da ONU (CSNU).;Errado – O Brasil e o Japão têm convergências nas questões sobre a reforma do CSNU.
O G-4 é composto por Brasil, Japão, Índia e China, e visa a reforma do Conselho de Segurança da ONU.;Errado – O G-4 é composto por Brasil, Japão, Índia e Alemanha.
O Japão foi um dos principais provedores de ODA ao Brasil durante os anos 80.;Certo
A ajuda japonesa ao Brasil nos anos 90 se concentrou exclusivamente em projetos de infraestrutura.;Errado – A ajuda passou a se concentrar em projetos de cooperação triangular com outros países em desenvolvimento.
O Japan-Brazil Partnership Programme (JBPP) iniciou-se em 2000 e promoveu capacitação em áreas como agricultura, saúde e nutrição.;Certo
Desde a década de 2000, o Brasil deixou de ser apenas exportador de commodities e receptor de ajuda, passando a estabelecer uma relação mais equilibrada com o Japão.;Certo
As relações Brasil-Coreia do Sul começaram de forma substancial nos anos 1990, após a crise do Japão.;Certo
Em 1996, a visita do presidente sul-coreano Kim Young Sam ao Brasil resultou na criação da Comissão Brasil-Coreia para o Século XXI.;Certo
A Coreia do Sul iniciou investimentos no Brasil nos anos 80, com a instalação de fábricas da Samsung e Hyundai.;Errado – Os investimentos começaram nos anos 90, com a instalação de fábricas em Manaus e Taubaté.
A crise financeira de 1997 não afetou os investimentos sul-coreanos no Brasil.;Errado – A crise afetou os investimentos sul-coreanos, com queda nas vendas de veículos devido à desvalorização do real.
"Em 2001, a visita de Fernando Henrique Cardoso à Coreia resultou na criação de uma ""Parceria Especial"" com foco no desenvolvimento conjunto de tecnologias.";Certo
A parceria entre Brasil e Coreia do Sul foi renovada em 2004, com o presidente sul-coreano Roh Moo-hyun.;Certo
A parceria Brasil-Coreia do Sul desde 2007 incluiu setores como automobilística, naval e mobilidade urbana, como o Trem de Alta Velocidade.;Certo
A Hyundai estabeleceu uma fábrica de veículos em Piracicaba em 2012, mas a parceria foi desfeita no mesmo ano.;Certo
A Coreia do Sul é o principal destino de bolsistas brasileiros do programa Ciência sem Fronteiras.;Certo
Em 2014, havia mais de 323 bolsistas brasileiros na Coreia do Sul, o que a tornou o principal destino na Ásia, superando Japão e China.;Certo
O Fórum de Cooperação América Latina-Ásia do Leste (Focalal) foi iniciado em 1999, com a proposta do governo de Cingapura ao Chile.;Certo
O Focalal, em 2013, tinha 40 países membros, sendo 20 da América Latina e 20 da Ásia do Leste.;Errado – O Focalal tinha 36 países membros: 20 da América Latina e 16 da Ásia do Leste.
O principal objetivo do Focalal é promover maior confiança, diálogo político e entendimento entre os Estados-membros.;Certo
O Focalal foca apenas em cooperação política e não inclui áreas como ciência, tecnologia e meio ambiente.;Errado – O Focalal busca cooperação multidisciplinar, incluindo economia, ciência, tecnologia, educação e proteção ambiental.
O Focalal visa articular posições comuns entre os membros em fóruns internacionais.;Certo
O Focalal possui personalidade jurídica internacional e um secretariado permanente.;Errado – O Focalal não possui personalidade jurídica internacional nem secretariado permanente.
A interação política no Focalal ocorre por meio de grupos de trabalho e comitês, como Cooperação sociopolítica e comércio.;Certo
As reuniões do Focalal incluem o Comitê de Altos Funcionários e as Reuniões de Ministros de Relações Exteriores.;Certo
Os coordenadores regionais do Focalal são eleitos a cada quatro anos.;Errado – Os coordenadores regionais são eleitos a cada dois anos.
A III Reunião de Ministros de Relações Exteriores, realizada em Brasília em 2007, resultou na “Declaração de Brasília”.;Certo
A Declaração de Brasília (2007) enfatizou a importância do desenvolvimento de grandes empresas e a ampliação do comércio.;Errado – A Declaração de Brasília enfatizou o desenvolvimento de micro, pequenas e médias empresas, e a importância do comércio e investimentos.
A VI Reunião de Ministros do Focalal, realizada na Indonésia em 2013, incluiu o II Diálogo Bi-regional sobre Cooperação Internacional.;Certo
O Brasil busca uma ordem mundial mais democrática e pluralista, com a diversificação das parcerias comerciais, especialmente com a Ásia do Leste.;Certo
O Focalal visa unicamente enfrentar desafios de paz e segurança, sem foco no desenvolvimento socioeconômico.;Errado – O Focalal também visa o desenvolvimento socioeconômico, além de enfrentar desafios globais de paz e desenvolvimento.
O Focalal busca reduzir a dependência dos mercados ocidentais e facilitar acordos comerciais para reduzir a hegemonia dos EUA e da União Europeia.;Certo
O Focalal busca ser uma área de livre comércio formal.;Errado – O Focalal não visa ser uma área de livre comércio formal, mas possibilita uma colaboração política e econômica profunda.
O discurso de Luiz Inácio Lula da Silva, em 2004, ressaltou a parceria estratégica sino-brasileira baseada em um mundo multipolar e pluralista.;Certo
As relações Brasil-China pós-Segunda Guerra Mundial começaram com um estreitamento das relações diplomáticas em 1949.;Errado – Em 1949, houve o rompimento das relações diplomáticas com a China após a vitória de Mao Tsé-Tung.
Em 1952, o Brasil estabeleceu uma representação diplomática em Pequim, na China.;Errado – Em 1952, o Brasil estabeleceu representação diplomática em Taipei, Taiwan.
Durante a década de 1950, houve um fluxo migratório chinês para o Brasil e intercâmbio cultural através da Associação Cultural Brasil-China.;Certo
A Política Externa Independente (PEI) de Jânio Quadros (1961) não incluiu a tentativa de reverter o isolamento diplomático com a China.;Errado – A PEI de Jânio Quadros incluiu a tentativa de reverter o isolamento diplomático com a China.
A missão comercial brasileira a Pequim, liderada por João Goulart, ocorreu durante o governo de Juscelino Kubitschek.;Errado – A missão comercial ocorreu durante o governo de Jânio Quadros.
Durante o Regime Militar (1964), as relações Brasil-China foram suspensas, com o fechamento do escritório comercial chinês e a expulsão de diplomatas chineses.;Certo
Nos anos 1970, Brasil e China não tiveram interesses políticos em comum.;Errado – Nos anos 1970, Brasil e China passaram a ter pontos de convergência, como a oposição ao Tratado de Não Proliferação Nuclear (TNP) e à diplomacia dos Direitos Humanos dos EUA.
O Brasil reconheceu a República Popular da China em 1971 e reestabeleceu relações diplomáticas com Taiwan.;Errado – O Brasil reconheceu a República Popular da China em 1974 e rompeu relações diplomáticas com Taiwan.
O comércio entre Brasil e China até os anos 1980 era principalmente focado em produtos industriais, como máquinas e eletrônicos.;Errado – O comércio até os anos 1980 era limitado a produtos agrícolas, como açúcar e café.
A partir dos anos 1990, as relações Brasil-China se tornaram mais complexas, incluindo não só comércio, mas também cooperação estratégica em diversos campos.;Certo
Em 1997, a crise asiática teve um impacto positivo no comércio entre o Brasil e a China.;Errado – A crise asiática de 1997 afetou negativamente o comércio entre o Brasil e outros países da Ásia, incluindo a China.
O primeiro acordo comercial Brasil-China foi assinado em 1978, estabelecendo a concessão de tratamento da nação mais favorecida.;Certo
Durante a década de 1980, o Brasil exportou principalmente produtos siderúrgicos para a China e importou eletrônicos de lá.;Errado – O Brasil exportou principalmente produtos siderúrgicos e importou petróleo da China.
Entre 2000 e 2011, as exportações brasileiras para a China cresceram significativamente, superando os USD 44 bilhões em 2011.;Certo
Em 2009, a China superou os EUA como o principal parceiro comercial do Brasil.;Certo
A partir de 2003, a exportação de produtos industrializados brasileiros para a China aumentou, enquanto a exportação de commodities diminuiu.;Errado – A exportação de commodities aumentou, enquanto a exportação de produtos industrializados diminuiu.
O comércio entre o Brasil e a China é simétrico, com os dois países exportando produtos de igual valor agregado.;Errado – O comércio é assimétrico, com o Brasil exportando principalmente produtos primários e importando produtos de maior valor agregado da China.
Existe um potencial de complementariedade produtiva entre o Brasil e a China, mas o Brasil precisa realizar reformas para melhorar a competitividade da sua indústria.;Certo
O comércio Brasil-China é essencial para a economia brasileira, mas sua efetividade depende apenas de políticas públicas para aumentar as exportações de commodities.;Errado – A efetividade do comércio também depende de políticas públicas voltadas para inovação tecnológica e aprimoramento da capacidade produtiva do Brasil.
O programa Inovar-Auto é uma iniciativa brasileira focada na inovação tecnológica e adensamento da cadeia produtiva de veículos automotores.;Certo
